State/UnionTerritory,Cured,Deaths,Confirmed
Jharkhand,6594,145,15756
Karnataka,80281,2897,158254
Kerala,18333,97,30449
Ladakh,1177,7,1595
Madhya Pradesh,26902,946,36564
Maharashtra,316375,16792,479779
Manipur,1905,8,3217
Meghalaya,345,5,990
Mizoram,288,0,539
Nagaland,819,6,2580
Odisha,26888,235,40717
Puducherry,2808,70,4621
Punjab,13659,517,20891
Rajasthan,35131,757,48996
Sikkim,353,1,829
Tamil Nadu,221087,4571,279144
Telangana,53239,601,75257
Tripura,3860,36,5853
Uttarakhand,5427,98,8552
Uttar Pradesh,63402,1918,108974
West Bengal,61023,1902,86754
Andaman and Nicobar Islands,425,19,1222
Andhra Pradesh,120464,1842,206960
Arunachal Pradesh,1326,3,2049
Assam,38809,132,55496
Bihar,44482,369,71304
Chandigarh,820,23,1374
Chhattisgarh,8319,87,11408
Dadra and Nagar Haveli and Daman and Diu,1014,2,1437
Delhi,128232,4082,142723
Goa,5595,70,7947
Gujarat,51720,2605,68768
Haryana,33444,467,40054
Himachal Pradesh,1954,14,3150
Jammu and Kashmir,16218,449,23927
Jharkhand,7391,151,16465
Karnataka,84232,2998,164924
Kerala,19147,102,31700
Ladakh,1194,9,1614
Madhya Pradesh,27621,962,37298
Maharashtra,327281,17092,490262
Manipur,1926,10,3466
Meghalaya,411,5,1006
Mizoram,289,0,566
Nagaland,824,7,2657
Odisha,28698,247,42550
Puducherry,2914,75,4862
Punjab,14040,539,21930
Rajasthan,36195,767,50157
Sikkim,406,1,854
Tamil Nadu,227575,4690,285024
Telangana,54330,615,77513
Tripura,4084,37,5999
Uttarakhand,5731,112,8901
Uttar Pradesh,66834,1981,113378
West Bengal,63060,1954,89666
Andaman and Nicobar Islands,500,20,1351
Andhra Pradesh,129615,1939,217040
Arunachal Pradesh,1430,3,2117
Assam,40591,140,57714
Bihar,48243,382,75294
Chandigarh,872,24,1426
Chhattisgarh,8582,89,11743
Dadra and Nagar Haveli and Daman and Diu,1037,2,1456
Delhi,129362,4098,144127
Goa,5802,72,8206
Gujarat,52855,2628,69869
Haryana,34031,474,40843
Himachal Pradesh,2081,14,3264
Jammu and Kashmir,16667,459,24390
Jharkhand,8123,155,17094
Karnataka,89238,3091,172102
Kerala,20862,106,33120
Ladakh,1214,9,1639
Madhya Pradesh,28353,977,38157
Maharashtra,338362,17367,503084
Manipur,1927,11,3635
Meghalaya,423,6,1023
Mizoram,296,0,593
Nagaland,896,7,2688
Odisha,30242,259,44193
Puducherry,3054,80,5123
Punjab,14880,562,22928
Rajasthan,37163,778,51328
Sikkim,470,1,860
Tamil Nadu,232618,4808,290907
Telangana,55999,627,79495
Tripura,4176,41,6146
Uttarakhand,5963,117,9402
Uttar Pradesh,69833,2028,118038
West Bengal,65124,2005,92615
Andaman and Nicobar Islands,648,20,1490
Andhra Pradesh,138712,2036,227860
Arunachal Pradesh,1482,3,2155
Assam,42325,145,58837
Bihar,51158,387,79451
Chandigarh,904,25,1515
Chhattisgarh,8809,96,12148
Dadra and Nagar Haveli and Daman and Diu,1121,2,1564
Delhi,130587,4111,145427
Goa,5995,75,8712
Gujarat,54166,2652,70965
Haryana,34781,483,41635
Himachal Pradesh,2181,15,3371
Jammu and Kashmir,17003,472,24897
Jharkhand,8838,177,18138
Karnataka,93908,3198,178087
Kerala,21832,108,34331
Ladakh,1222,9,1688
Madhya Pradesh,29020,996,39025
Maharashtra,351710,17757,515332
Manipur,2044,11,3753
Meghalaya,490,6,1062
Mizoram,298,0,620
Nagaland,904,8,2781
Odisha,31785,272,45927
Puducherry,3201,87,5382
Punjab,15319,586,23903
Rajasthan,38235,789,52497
Sikkim,494,1,866
Tamil Nadu,238638,4927,296901
Telangana,57586,637,80751
Tripura,4443,42,6208
Uttarakhand,6134,125,9632
Uttar Pradesh,72650,2069,122609
West Bengal,67120,2059,95554
Andaman and Nicobar Islands,709,20,1625
Andhra Pradesh,145636,2116,235525
Arunachal Pradesh,1592,3,2231
Assam,43586,151,61737
Bihar,54088,397,82550
Chandigarh,1004,25,1595
Chhattisgarh,9013,99,12448
Dadra and Nagar Haveli and Daman and Diu,1167,2,1613
Delhi,131657,4131,146134
Goa,6208,80,9029
Gujarat,55304,2672,72031
Haryana,35492,489,42429
Himachal Pradesh,2205,17,3463
Jammu and Kashmir,17375,478,25367
Jharkhand,9724,188,18723
Karnataka,99126,3312,182354
Kerala,22616,115,35515
Ladakh,1237,9,1717
Madhya Pradesh,29674,1015,39891
Maharashtra,358421,18050,524513
Manipur,2122,11,3853
Meghalaya,498,6,1114
Mizoram,323,0,623
Nagaland,973,8,3011
Odisha,33021,286,47455
Puducherry,3355,89,5624
Punjab,15735,604,24889
Rajasthan,39060,800,53670
Sikkim,510,1,910
Tamil Nadu,244675,5041,302815
Telangana,59374,645,82647
Tripura,4656,43,6372
Uttarakhand,6301,134,10021
Uttar Pradesh,76724,2120,126722
West Bengal,70328,2100,98459
Andaman and Nicobar Islands,749,21,1764
Andhra Pradesh,154749,2203,244549
Arunachal Pradesh,1634,3,2327
Assam,45073,155,64406
Bihar,56709,413,86413
Chandigarh,1015,26,1670
Chhattisgarh,9239,104,12929
Dadra and Nagar Haveli and Daman and Diu,1209,2,1653
Delhi,132384,4139,147391
Goa,6480,86,9444
Gujarat,56444,2695,73163
Haryana,36082,500,43227
Himachal Pradesh,2273,18,3497
Jammu and Kashmir,17979,490,25931
Jharkhand,10375,192,19225
Karnataka,105599,3398,188611
Kerala,24042,120,36932
Ladakh,1255,9,1770
Madhya Pradesh,30596,1033,40734
Maharashtra,368435,18306,535601
Manipur,2128,12,3941
Meghalaya,509,6,1136
Mizoram,323,0,648
Nagaland,991,8,3031
Odisha,34806,296,48796
Puducherry,3532,91,5900
Punjab,16790,636,25889
Rajasthan,40399,811,54887
Sikkim,534,1,913
Tamil Nadu,250680,5159,308649
Telangana,61294,654,84544
Tripura,4838,43,6482
Uttarakhand,6470,136,10432
Uttar Pradesh,80589,2176,131763
West Bengal,73395,2149,101390
Andaman and Nicobar Islands,829,21,1900
Andhra Pradesh,161425,2296,254146
Arunachal Pradesh,1659,3,2430
Assam,47209,161,68999
Bihar,59786,416,90321
Chandigarh,1023,26,1751
Chhattisgarh,9508,109,13498
Dadra and Nagar Haveli and Daman and Diu,1248,2,1696
Delhi,133405,4153,148504
Goa,6641,89,9924
Gujarat,57421,2713,74318
Haryana,36694,503,44024
Himachal Pradesh,2362,18,3636
Jammu and Kashmir,18523,498,26413
Jharkhand,10815,197,19743
Karnataka,112633,3510,196494
Kerala,24922,126,38144
Ladakh,1274,9,1811
Madhya Pradesh,31239,1048,41604
Maharashtra,381843,18650,548313
Manipur,2231,12,3982
Meghalaya,517,6,1179
Mizoram,330,0,649
Nagaland,1113,8,3118
Odisha,36479,305,50672
Puducherry,3676,96,6381
Punjab,17212,675,26909
Rajasthan,41648,822,56100
Sikkim,550,1,930
Tamil Nadu,256313,5278,314520
Telangana,63074,665,86475
Tripura,4912,44,6603
Uttarakhand,6687,140,10886
Uttar Pradesh,84661,2230,136238
West Bengal,76120,2203,104326
Andaman and Nicobar Islands,924,22,2037
Andhra Pradesh,170984,2378,264142
Arunachal Pradesh,1718,4,2512
Assam,49383,169,71795
Bihar,62284,426,94193
Chandigarh,1076,27,1842
Chhattisgarh,9658,114,13937
Dadra and Nagar Haveli and Daman and Diu,1292,2,1752
Delhi,134318,4167,149460
Goa,6912,91,10494
Gujarat,58467,2731,75408
Haryana,37486,511,44817
Himachal Pradesh,2435,19,3816
Jammu and Kashmir,19302,509,26949
Jharkhand,12844,209,20881
Karnataka,121242,3613,203200
Kerala,25688,129,39708
Ladakh,1282,9,1849
Madhya Pradesh,31835,1065,42618
Maharashtra,390958,19063,560126
Manipur,2295,13,4112
Meghalaya,547,6,1193
Mizoram,343,0,649
Nagaland,1139,8,3168
Odisha,37901,314,52653
Puducherry,3828,102,6680
Punjab,17839,706,27936
Rajasthan,41819,833,57414
Sikkim,581,1,931
Tamil Nadu,261459,5397,320355
Telangana,64284,674,88396
Tripura,5015,46,6767
Uttarakhand,7014,143,11302
Uttar Pradesh,88786,2280,140775
West Bengal,78617,2259,107323
Andaman and Nicobar Islands,1032,24,2186
Andhra Pradesh,180703,2475,273085
Arunachal Pradesh,1750,5,2607
Assam,51693,175,74501
Bihar,64930,442,98008
Chandigarh,1091,28,1928
Chhattisgarh,9857,130,14481
Dadra and Nagar Haveli and Daman and Diu,1331,2,1797
Delhi,135108,4178,150652
Goa,7157,93,10970
Gujarat,59538,2746,76480
Haryana,38348,518,45614
Himachal Pradesh,2551,19,3874
Jammu and Kashmir,19942,520,27489
Jharkhand,13515,224,21595
Karnataka,128182,3717,211108
Kerala,26992,139,41277
Ladakh,1303,9,1879
Madhya Pradesh,32405,1081,43414
Maharashtra,401442,19427,572734
Manipur,2360,13,4198
Meghalaya,581,6,1228
Mizoram,348,0,657
Nagaland,1198,8,3322
Odisha,39206,324,54630
Puducherry,4009,106,6995
Punjab,18328,731,29013
Rajasthan,43897,846,58692
Sikkim,623,1,1080
Tamil Nadu,267015,5514,326245
Telangana,66196,684,90259
Tripura,5088,50,6934
Uttarakhand,7502,147,11615
Uttar Pradesh,92526,2335,145287
West Bengal,81189,2319,110358
Andaman and Nicobar Islands,1128,24,2306
Andhra Pradesh,191117,2562,281817
Arunachal Pradesh,1771,5,2658
Assam,53286,182,75558
Bihar,68510,450,101551
Chandigarh,1118,28,2009
Chhattisgarh,10046,134,14987
Dadra and Nagar Haveli and Daman and Diu,1384,2,1843
Delhi,136251,4188,151928
Goa,7488,98,11339
Gujarat,60553,2765,77559
Haryana,38939,528,46410
Himachal Pradesh,2632,19,3993
Jammu and Kashmir,20676,527,28021
Jharkhand,14024,228,22389
Karnataka,134811,3831,219926
Kerala,27795,146,42885
Ladakh,1307,10,1909
Madhya Pradesh,33353,1094,44433
Maharashtra,408286,19749,584754
Manipur,2438,13,4390
Meghalaya,596,6,1292
Mizoram,356,0,777
Nagaland,1321,8,3340
Odisha,40727,333,57126
Puducherry,4224,106,7354
Punjab,18863,771,30041
Rajasthan,45254,862,59979
Sikkim,661,1,1148
Tamil Nadu,272251,5641,332105
Telangana,68126,693,91361
Tripura,5151,55,7061
Uttarakhand,7748,151,11940
Uttar Pradesh,96231,2393,150061
West Bengal,83836,2377,113432
Andaman and Nicobar Islands,1226,28,2399
Andhra Pradesh,201234,2650,289829
Arunachal Pradesh,1808,5,2701
Assam,55215,189,76875
Bihar,72324,461,103844
Chandigarh,1137,29,2102
Chhattisgarh,10235,141,15471
Dadra and Nagar Haveli and Daman and Diu,1431,2,1878
Delhi,137561,4196,152580
Goa,7775,104,11639
Gujarat,61512,2785,78680
Haryana,39601,538,47153
Himachal Pradesh,2720,19,4156
Jammu and Kashmir,20943,542,28470
Jharkhand,14699,244,23055
Karnataka,141491,3947,226966
Kerala,28894,156,44415
Ladakh,1356,14,1948
Madhya Pradesh,34038,1105,45455
Maharashtra,417123,20037,595865
Manipur,2632,16,4569
Meghalaya,675,6,1374
Mizoram,371,0,789
Nagaland,1422,8,3394
Odisha,42277,343,60050
Puducherry,4443,110,7732
Punjab,19431,812,31206
Rajasthan,46604,876,61296
Sikkim,673,1,1167
Tamil Nadu,278270,5766,338055
Telangana,70132,703,92255
Tripura,5286,59,7204
Uttarakhand,8100,152,12175
Uttar Pradesh,100432,2449,154418
West Bengal,86771,2428,116498
Andaman and Nicobar Islands,1325,29,2445
Andhra Pradesh,209100,2732,296609
Arunachal Pradesh,1893,5,2741
Assam,56734,197,79667
Bihar,76452,468,106307
Chandigarh,1183,30,2216
Chhattisgarh,10598,150,16025
Dadra and Nagar Haveli and Daman and Diu,1459,2,1908
Delhi,138301,4214,153367
Goa,8058,111,11994
Gujarat,62595,2800,79710
Haryana,40610,550,48040
Himachal Pradesh,2834,19,4174
Jammu and Kashmir,21296,548,28892
Jharkhand,15051,250,23752
Karnataka,148562,4062,233283
Kerala,30025,169,46140
Ladakh,1368,14,1966
Madhya Pradesh,35025,1128,46385
Maharashtra,428514,20265,604358
Manipur,2734,17,4687
Meghalaya,679,6,1418
Mizoram,372,0,789
Nagaland,1530,8,3455
Odisha,43780,353,62294
Puducherry,4627,114,8029
Punjab,20180,863,32696
Rajasthan,47654,887,62630
Sikkim,701,1,1187
Tamil Nadu,283937,5886,343945
Telangana,72202,711,93937
Tripura,5404,62,7409
Uttarakhand,8485,158,12493
Uttar Pradesh,104808,2515,158216
West Bengal,89703,2473,119578
Andaman and Nicobar Islands,1421,30,2529
Andhra Pradesh,218311,2820,306261
Arunachal Pradesh,1949,5,2875
Assam,58294,203,82201
Bihar,80330,476,109498
Chandigarh,1243,30,2305
Chhattisgarh,10847,158,16833
Dadra and Nagar Haveli and Daman and Diu,1524,2,1951
Delhi,139447,4226,154741
Goa,8356,116,12333
Gujarat,63703,2820,80802
Haryana,41298,557,48936
Himachal Pradesh,2923,19,4235
Jammu and Kashmir,21886,561,29326
Jharkhand,15507,262,24477
Karnataka,156949,4201,240948
Kerala,31390,175,47898
Ladakh,1395,17,2010
Madhya Pradesh,35713,1141,47375
Maharashtra,437870,20687,615477
Manipur,2789,18,4765
Meghalaya,685,6,1457
Mizoram,379,0,860
Nagaland,1664,8,3520
Odisha,45315,362,64533
Puducherry,4909,123,8396
Punjab,21762,898,34400
Rajasthan,48960,898,63977
Sikkim,755,2,1207
Tamil Nadu,289787,6007,349654
Telangana,73991,719,95700
Tripura,5497,65,7645
Uttarakhand,8724,164,12961
Uttar Pradesh,109607,2585,162434
West Bengal,92690,2528,122753
Andaman and Nicobar Islands,1529,30,2604
Andhra Pradesh,226372,2906,316003
Arunachal Pradesh,2022,5,2950
Assam,60348,213,84317
Bihar,84404,487,112437
Chandigarh,1351,31,2396
Chhattisgarh,11185,161,17485
Dadra and Nagar Haveli and Daman and Diu,1604,2,1995
Delhi,140767,4235,156139
Goa,8713,124,12675
Gujarat,64823,2837,81942
Haryana,42056,567,49930
Himachal Pradesh,2992,19,4411
Jammu and Kashmir,22497,572,30034
Jharkhand,16175,277,26090
Karnataka,164150,4327,249590
Kerala,32607,182,50231
Ladakh,1397,18,2048
Madhya Pradesh,36475,1159,48351
Maharashtra,446881,21033,628642
Manipur,2885,18,4876
Meghalaya,694,6,1506
Mizoram,384,0,873
Nagaland,1706,8,3558
Odisha,46936,372,67122
Puducherry,5312,129,8750
Punjab,22703,921,36084
Rajasthan,49963,910,65289
Sikkim,789,3,1232
Tamil Nadu,296171,6123,355449
Telangana,75186,729,97424
Tripura,5565,65,7835
Uttarakhand,9132,178,13225
Uttar Pradesh,115227,2638,167510
West Bengal,95663,2581,125922
Andaman and Nicobar Islands,1638,31,2680
Andhra Pradesh,235218,3001,325396
Arunachal Pradesh,2093,5,3066
Assam,63120,221,86052
Bihar,87660,492,114941
Chandigarh,1390,31,2515
Chhattisgarh,11739,168,18501
Dadra and Nagar Haveli and Daman and Diu,1627,2,2030
Delhi,141826,4257,157354
Goa,9063,126,13099
Gujarat,65946,2853,83107
Haryana,42793,578,50926
Himachal Pradesh,3085,23,4538
Jammu and Kashmir,23225,578,30717
Jharkhand,17057,286,26753
Karnataka,170381,4429,256975
Kerala,33824,191,52199
Ladakh,1436,18,2077
Madhya Pradesh,37540,1171,49493
Maharashtra,459124,21359,643289
Manipur,3002,18,4925
Meghalaya,730,6,1661
Mizoram,402,0,895
Nagaland,1921,8,3583
Odisha,48577,380,70020
Puducherry,5634,137,9292
Punjab,23037,957,37824
Rajasthan,51190,921,66619
Sikkim,827,3,1290
Tamil Nadu,301913,6239,361435
Telangana,76967,737,99391
Tripura,5649,69,8091
Uttarakhand,9433,187,13636
Uttar Pradesh,121090,2733,172334
West Bengal,98789,2634,129119
Andaman and Nicobar Islands,1744,32,2747
Andhra Pradesh,244045,3092,334940
Arunachal Pradesh,2125,5,3126
Assam,65596,227,87908
Bihar,91552,498,117413
Chandigarh,1426,33,2631
Chhattisgarh,12022,180,19510
Dadra and Nagar Haveli and Daman and Diu,1652,2,2082
Delhi,142908,4270,158604
Goa,9540,135,13484
Gujarat,67267,2867,84311
Haryana,43413,585,52129
Himachal Pradesh,3234,25,4728
Jammu and Kashmir,23805,593,31371
Jharkhand,18372,297,28196
Karnataka,176942,4522,264546
Kerala,35243,203,54182
Ladakh,1449,19,2133
Madhya Pradesh,38527,1185,50640
Maharashtra,470873,21698,657450
Manipur,3261,20,5049
Meghalaya,749,6,1718
Mizoram,420,0,903
Nagaland,2074,8,3619
Odisha,50504,390,72718
Puducherry,5934,143,9594
Punjab,23893,991,39327
Rajasthan,52496,933,67954
Sikkim,834,3,1336
Tamil Nadu,307677,6340,367430
Telangana,78735,744,101865
Tripura,6061,70,8371
Uttarakhand,9676,192,14083
Uttar Pradesh,126657,2797,177239
West Bengal,101871,2689,132364
Andaman and Nicobar Islands,1853,32,2808
Andhra Pradesh,252638,3189,345216
Arunachal Pradesh,2228,5,3223
Assam,67641,234,89468
Bihar,94858,503,119529
Chandigarh,1471,33,2776
Chhattisgarh,12394,189,20078
Dadra and Nagar Haveli and Daman and Diu,1702,2,2120
Delhi,144138,4284,160016
Goa,10019,140,13790
Gujarat,68243,2881,85523
Haryana,44013,597,53290
Himachal Pradesh,3341,29,4895
Jammu and Kashmir,24398,608,31981
Jharkhand,18507,308,28571
Karnataka,184568,4615,271876
Kerala,36535,218,56354
Ladakh,1469,21,2210
Madhya Pradesh,39399,1206,51866
Maharashtra,480114,21995,671942
Manipur,3455,22,5132
Meghalaya,769,7,1811
Mizoram,423,0,917
Nagaland,2166,9,3635
Odisha,52277,399,75537
Puducherry,6307,151,10112
Punjab,24302,1036,40643
Rajasthan,54144,944,69264
Sikkim,871,3,1381
Tamil Nadu,313280,6420,373410
Telangana,80586,755,104249
Tripura,6182,72,8702
Uttarakhand,10021,195,14566
Uttar Pradesh,131295,2867,182453
West Bengal,104959,2737,135596
Andaman and Nicobar Islands,1963,33,2860
Andhra Pradesh,260087,3282,353111
Arunachal Pradesh,2297,5,3263
Assam,70900,242,90740
Bihar,98325,511,121947
Chandigarh,1492,37,2918
Chhattisgarh,12931,197,20918
Dadra and Nagar Haveli and Daman and Diu,1753,2,2161
Delhi,145388,4300,161466
Goa,10472,144,13999
Gujarat,69212,2895,86624
Haryana,44822,603,54386
Himachal Pradesh,3461,29,5001
Jammu and Kashmir,24832,617,32647
Jharkhand,19629,312,29677
Karnataka,189564,4683,277814
Kerala,37645,223,58262
Ladakh,1491,23,2279
Madhya Pradesh,40390,1229,53129
Maharashtra,488271,22253,682383
Manipur,3616,22,5246
Meghalaya,776,8,1917
Mizoram,459,0,918
Nagaland,2294,9,3686
Odisha,54406,409,78530
Puducherry,6657,159,10522
Punjab,26528,1086,41779
Rajasthan,55324,955,70609
Sikkim,871,3,1403
Tamil Nadu,319327,6517,379385
Telangana,82411,761,106091
Tripura,6341,73,8902
Uttarakhand,10480,200,15124
Uttar Pradesh,135613,2926,187781
West Bengal,108007,2794,138870
Andaman and Nicobar Islands,2092,35,2904
Andhra Pradesh,268828,3368,361712
Arunachal Pradesh,2427,5,3312
Assam,73090,252,92619
Bihar,101292,514,123198
Chandigarh,1646,37,3035
Chhattisgarh,13424,206,22054
Dadra and Nagar Haveli and Daman and Diu,1786,2,2181
Delhi,146588,4313,162527
Goa,10909,148,14138
Gujarat,70231,2908,87691
Haryana,45405,613,55460
Himachal Pradesh,3584,29,5101
Jammu and Kashmir,25205,624,33075
Jharkhand,20870,330,31005
Karnataka,197625,4810,283665
Kerala,38883,234,59504
Ladakh,1517,23,2330
Madhya Pradesh,41231,1246,54421
Maharashtra,502490,22465,693398
Manipur,3714,22,5362
Meghalaya,789,8,1976
Mizoram,461,0,953
Nagaland,2396,9,3714
Odisha,56925,419,81479
Puducherry,6942,164,10859
Punjab,28357,1129,43284
Rajasthan,56600,967,71955
Sikkim,934,3,1446
Tamil Nadu,325456,6614,385352
Telangana,84163,770,108670
Tripura,6414,78,9195
Uttarakhand,10912,207,15529
Uttar Pradesh,140107,2987,192382
West Bengal,111292,2851,141837
Andaman and Nicobar Islands,2231,37,2945
Andhra Pradesh,278247,3460,371639
Arunachal Pradesh,2508,5,3412
Assam,74814,260,94592
Bihar,104301,519,124536
Chandigarh,1713,40,3209
Chhattisgarh,13732,221,23341
Dadra and Nagar Haveli and Daman and Diu,1820,2,2203
Delhi,147743,4330,164071
Goa,11224,157,14530
Gujarat,71236,2928,88805
Haryana,46496,623,56608
Himachal Pradesh,3748,30,5154
Jammu and Kashmir,25594,638,33776
Jharkhand,21388,347,31973
Karnataka,204439,4958,291826
Kerala,40339,244,61879
Ladakh,1549,24,2420
Madhya Pradesh,42310,1265,55800
Maharashtra,514790,22794,703823
Manipur,3812,24,5444
Meghalaya,832,8,2018
Mizoram,464,0,967
Nagaland,2611,9,3752
Odisha,59470,428,84231
Puducherry,7273,172,11426
Punjab,29145,1178,44577
Rajasthan,58126,980,73325
Sikkim,1054,3,1475
Tamil Nadu,332454,6721,391303
Telangana,85223,780,111688
Tripura,6574,83,9523
Uttarakhand,11201,213,16014
Uttar Pradesh,144754,3059,197388
West Bengal,114543,2909,144801
Andaman and Nicobar Islands,2309,41,2985
Andhra Pradesh,286720,3541,382469
Arunachal Pradesh,2563,5,3555
Assam,76962,274,96771
Bihar,106361,530,126714
Chandigarh,1796,41,3376
Chhattisgarh,14145,231,24550
Dadra and Nagar Haveli and Daman and Diu,1862,2,2228
Delhi,148897,4347,165764
Goa,11511,165,15027
Gujarat,72282,2945,89994
Haryana,47613,634,58005
Himachal Pradesh,3810,32,5321
Jammu and Kashmir,26193,657,34480
Jharkhand,22349,362,33046
Karnataka,211688,5091,300406
Kerala,41690,257,64355
Ladakh,1580,25,2451
Madhya Pradesh,43246,1282,56864
Maharashtra,522427,23089,718711
Manipur,3829,25,5585
Meghalaya,874,8,2050
Mizoram,473,0,967
Nagaland,2611,9,3778
Odisha,62813,441,87602
Puducherry,7486,180,11930
Punjab,30231,1219,46090
Rajasthan,59579,992,74670
Sikkim,1076,3,1486
Tamil Nadu,338060,6839,397261
Telangana,86095,788,114483
Tripura,6697,85,9908
Uttarakhand,11524,219,16549
Uttar Pradesh,148562,3149,203028
West Bengal,117857,2964,147775
Andaman and Nicobar Islands,2374,42,3018
Andhra Pradesh,295248,3633,393090
Arunachal Pradesh,2621,5,3633
Assam,79307,278,98807
Bihar,109175,538,128780
Chandigarh,1977,43,3564
Chhattisgarh,14607,245,25988
Dadra and Nagar Haveli and Daman and Diu,1916,2,2266
Delhi,150027,4369,167604
Goa,11867,171,15483
Gujarat,73475,2962,91179
Haryana,48690,646,59298
Himachal Pradesh,4008,33,5501
Jammu and Kashmir,26721,671,35135
Jharkhand,22927,373,34396
Karnataka,219554,5232,309792
Kerala,43757,267,66761
Ladakh,1640,27,2492
Madhya Pradesh,44453,1306,58181
Maharashtra,531563,23444,733568
Manipur,3957,25,5725
Meghalaya,899,8,2129
Mizoram,500,0,974
Nagaland,2735,9,3784
Odisha,65323,448,90986
Puducherry,7761,190,12434
Punjab,30972,1256,47836
Rajasthan,60585,1005,76015
Sikkim,1151,3,1542
Tamil Nadu,343930,6948,403242
Telangana,87675,799,117415
Tripura,6839,89,10414
Uttarakhand,11775,228,17277
Uttar Pradesh,152893,3217,208419
West Bengal,121046,3017,150772
Andaman and Nicobar Islands,2444,42,3050
Andhra Pradesh,303711,3714,403616
Arunachal Pradesh,2709,5,3745
Assam,81070,286,101367
Bihar,112452,558,131057
Chandigarh,2107,45,3724
Chhattisgarh,15109,251,27233
Dadra and Nagar Haveli and Daman and Diu,1960,2,2290
Delhi,151473,4389,169412
Goa,12296,175,16006
Gujarat,74525,2976,92452
Haryana,49710,661,60596
Himachal Pradesh,4149,33,5637
Jammu and Kashmir,27372,678,35831
Jharkhand,23850,381,35321
Karnataka,227018,5368,318752
Kerala,45854,274,69304
Ladakh,1714,28,2540
Madhya Pradesh,45396,1323,59433
Maharashtra,543170,23775,747995
Manipur,4057,27,5843
Meghalaya,958,10,2240
Mizoram,509,0,1003
Nagaland,2850,9,3805
Odisha,67826,456,94668
Puducherry,8080,199,13024
Punjab,33008,1307,49378
Rajasthan,62033,1017,77370
Sikkim,1184,3,1576
Tamil Nadu,349682,7050,409238
Telangana,89350,808,120166
Tripura,7037,94,10857
Uttarakhand,12124,239,17865
Uttar Pradesh,157879,3294,213824
West Bengal,124332,3073,153754
Andaman and Nicobar Islands,2519,44,3081
Andhra Pradesh,312687,3796,414164
Arunachal Pradesh,2754,5,3877
Assam,82510,289,103794
Bihar,114772,561,133003
Chandigarh,2248,45,3985
Chhattisgarh,15818,262,28746
Dadra and Nagar Haveli and Daman and Diu,1998,2,2306
Delhi,152922,4404,171366
Goa,12729,178,16553
Gujarat,75636,2989,93734
Haryana,50711,670,61987
Himachal Pradesh,4308,34,5781
Jammu and Kashmir,28020,685,36377
Jharkhand,25103,397,36857
Karnataka,235128,5483,327076
Kerala,48079,280,71701
Ladakh,1745,32,2603
Madhya Pradesh,46413,1345,60875
Maharashtra,554711,24103,764281
Manipur,4186,28,5960
Meghalaya,1035,10,2283
Mizoram,584,0,1008
Nagaland,2917,9,3851
Odisha,70714,470,97920
Puducherry,8511,211,13556
Punjab,34091,1348,50848
Rajasthan,62971,1030,78777
Sikkim,1195,3,1602
Tamil Nadu,355727,7137,415590
Telangana,90988,818,123090
Tripura,7232,98,11307
Uttarakhand,12586,250,18571
Uttar Pradesh,162741,3356,219457
West Bengal,127644,3126,156766
Andaman and Nicobar Islands,2586,45,3104
Andhra Pradesh,321754,3884,424767
Arunachal Pradesh,2822,7,4034
Assam,83927,296,105774
Bihar,117124,578,135035
Chandigarh,2296,52,4155
Chhattisgarh,16303,269,30092
Dadra and Nagar Haveli and Daman and Diu,2042,2,2340
Delhi,154171,4426,173390
Goa,13186,183,17004
Gujarat,76731,3006,95009
Haryana,51620,682,63282
Himachal Pradesh,4450,35,5945
Jammu and Kashmir,28510,694,37163
Jharkhand,26448,410,38435
Karnataka,242229,5589,335928
Kerala,49849,287,73855
Ladakh,1757,34,2638
Madhya Pradesh,47467,1374,62433
Maharashtra,562401,24399,780689
Manipur,4239,28,6112
Meghalaya,1049,10,2343
Mizoram,589,0,1011
Nagaland,3026,9,3922
Odisha,73233,482,100934
Puducherry,8968,221,14127
Punjab,35747,1404,52526
Rajasthan,65093,1043,80227
Sikkim,1220,3,1627
Tamil Nadu,362133,7231,422085
Telangana,92837,827,124963
Tripura,7433,103,11644
Uttarakhand,13066,257,19235
Uttar Pradesh,167543,3423,225632
West Bengal,130952,3176,159785
Andaman and Nicobar Islands,2647,46,3132
Andhra Pradesh,330526,3969,434771
Arunachal Pradesh,2885,7,4112
Assam,85461,306,109040
Bihar,119540,582,136457
Chandigarh,2431,56,4346
Chhattisgarh,16989,277,31503
Dadra and Nagar Haveli and Daman and Diu,2081,2,2367
Delhi,155678,4444,174748
Goa,13577,192,17418
Gujarat,77756,3020,96300
Haryana,52672,689,64732
Himachal Pradesh,4515,38,6116
Jammu and Kashmir,29015,703,37698
Jharkhand,27143,417,41656
Karnataka,249467,5702,342423
Kerala,51538,294,75385
Ladakh,1874,34,2681
Madhya Pradesh,48657,1394,63965
Maharashtra,573559,24583,792541
Manipur,4330,28,6252
Meghalaya,1162,10,2368
Mizoram,591,0,1011
Nagaland,3067,9,3950
Odisha,77286,492,103536
Puducherry,9334,228,14411
Punjab,37027,1453,53992
Rajasthan,66812,1056,81693
Sikkim,1225,3,1652
Tamil Nadu,368141,7322,428041
Telangana,95162,836,127697
Tripura,7674,113,12153
Uttarakhand,13650,269,19827
Uttar Pradesh,172140,3486,230414
West Bengal,134270,3228,162778
Andaman and Nicobar Islands,2714,46,3160
Andhra Pradesh,339876,4053,445139
